Bairro,Azulejo-Código,Procedência,Fábrica,Dimensão-Formato,"Material, Técnica de Fabricação e Decorativa",Endereço,Uso-Aplicação,Altura,Largura,latitude,longitude
"Batista Campos , Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 21-2-1,Portugal,Sacavém/n° do catálogo D125,"15,5 x 15,5 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Rua dos 48 n° 69,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.5,15.5,-1.4568441,-48.493543
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 22-1-1,Provavelmente Alemanha,,"15,2 x 15,2 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Rua Ó de Almeida n° 648,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.2,15.2,-1.4526256732307654,-48.49569724778043
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 23-1-1,Portugal,Sacavém,"15,6 x 15,6 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Rua dos 48 n° 69,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.6,15.6,-1.4568441,-48.493543
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 24-1-1,França,,"11,1 x 11,1 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Rua Riachuelo n° 186 e 270,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",11.1,11.1,-1.4533292,-48.4970448
"Umarizal, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 25-1-1,Grohner/Alemanha,Wanden Platenfabrik AG - Grohn ber Bremen,15 x 15 cm,Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Rua Bernardo do Couto n° 785, 791 e 797; Rua Carlos Gomes n° 23, 29 e 37; Rua João Diogo n° 254; Rua Ó de Almeida n° 760; Avenida Nazaré n° 1319; Rua Riachuelo n° 134/138 e 186; Avenida Conselheiro Futado n° 584; Rua Gaspar Viana n° 348; Rua 15 de Novembro n° 15/25; Rua 28 de Setembro n° 982 e 1163 e Rua Alcindo Cacela n° 2074; Avenida Magalhães Barata n° 1319","Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,,
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 25-1-1,Grohner/Alemanha,Wanden Platenfabrik AG - Grohn ber Bremen,15 x 15 cm,Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Rua Bernardo do Couto n° 785, 791 e 797; Rua Carlos Gomes n° 23, 29 e 37; Rua João Diogo n° 254; Rua Ó de Almeida n° 760; Avenida Nazaré n° 1319; Rua Riachuelo n° 134/138 e 186; Avenida Conselheiro Futado n° 584; Rua Gaspar Viana n° 348; Rua 15 de Novembro n° 15/25; Rua 28 de Setembro n° 982 e 1163 e Rua Alcindo Cacela n° 2074; Avenida Magalhães Barata n° 1319","Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,,
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 25-1-1,Grohner/Alemanha,Wanden Platenfabrik AG - Grohn ber Bremen,15 x 15 cm,Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Rua Bernardo do Couto n° 785, 791 e 797; Rua Carlos Gomes n° 23, 29 e 37; Rua João Diogo n° 254; Rua Ó de Almeida n° 760; Avenida Nazaré n° 1319; Rua Riachuelo n° 134/138 e 186; Avenida Conselheiro Futado n° 584; Rua Gaspar Viana n° 348; Rua 15 de Novembro n° 15/25; Rua 28 de Setembro n° 982 e 1163 e Rua Alcindo Cacela n° 2074; Avenida Magalhães Barata n° 1319","Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,,
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 25-1-1,Grohner/Alemanha,Wanden Platenfabrik AG - Grohn ber Bremen,15 x 15 cm,Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Rua Bernardo do Couto n° 785, 791 e 797; Rua Carlos Gomes n° 23, 29 e 37; Rua João Diogo n° 254; Rua Ó de Almeida n° 760; Avenida Nazaré n° 1319; Rua Riachuelo n° 134/138 e 186; Avenida Conselheiro Futado n° 584; Rua Gaspar Viana n° 348; Rua 15 de Novembro n° 15/25; Rua 28 de Setembro n° 982 e 1163 e Rua Alcindo Cacela n° 2074; Avenida Magalhães Barata n° 1319","Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,,
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 25-1-1,Grohner/Alemanha,Wanden Platenfabrik AG - Grohn ber Bremen,15 x 15 cm,Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Rua Bernardo do Couto n° 785, 791 e 797; Rua Carlos Gomes n° 23, 29 e 37; Rua João Diogo n° 254; Rua Ó de Almeida n° 760; Avenida Nazaré n° 1319; Rua Riachuelo n° 134/138 e 186; Avenida Conselheiro Futado n° 584; Rua Gaspar Viana n° 348; Rua 15 de Novembro n° 15/25; Rua 28 de Setembro n° 982 e 1163 e Rua Alcindo Cacela n° 2074; Avenida Magalhães Barata n° 1319","Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,,
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 26-1-1,França,Boch Frères - La Louvière,"12,3 x 12,3 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Rua Santo Antônio n° 139/153/159, 202, 206/208 e 210/216; Travessa Leão XIII n° 55/79","Revestimento de fachada, assentados por compressão contra argamassa fresca.",12.3,12.3,-1.3598314,-48.4412983
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 27-1-1,Alemanha,Grohner,"15,2 x 15,2 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Travessa 14 de Março n° 1704; Rua Marques  de Pombal n° 118/122; Rua tomázia Perdigão n° 188/190; Rua Dr. Assis n° 667; Travessa Padre Eutiquio n° 397/399; Rua 28 de Setembro n° 1155 e 1177,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.2,15.2,-1.459654,-48.4805041
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 27-1-1,Alemanha,Grohner,"15,2 x 15,2 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Travessa 14 de Março n° 1704; Rua Marques  de Pombal n° 118/122; Rua tomázia Perdigão n° 188/190; Rua Dr. Assis n° 667; Travessa Padre Eutiquio n° 397/399; Rua 28 de Setembro n° 1155 e 1177,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.2,15.2,-1.459654,-48.4805041
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 27-1-1,Alemanha,Grohner,"15,2 x 15,2 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Travessa 14 de Março n° 1704; Rua Marques  de Pombal n° 118/122; Rua tomázia Perdigão n° 188/190; Rua Dr. Assis n° 667; Travessa Padre Eutiquio n° 397/399; Rua 28 de Setembro n° 1155 e 1177,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.2,15.2,-1.459654,-48.4805041
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 27-1-1,Alemanha,Grohner,"15,2 x 15,2 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Travessa 14 de Março n° 1704; Rua Marques  de Pombal n° 118/122; Rua tomázia Perdigão n° 188/190; Rua Dr. Assis n° 667; Travessa Padre Eutiquio n° 397/399; Rua 28 de Setembro n° 1155 e 1177,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.2,15.2,-1.459654,-48.4805041
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 28-1-1,Provavelmente Alemanha,,"15,4 x 15,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Avenida Senador Lemos n° 797 e 805; Avenida Nazaré n° 148; Avenida Governador José Malcher n° 794; Rua Riachuelo n° 134/138; Travessa Dr. Moraes n° 98; Travessa Campos Sales n° 553; Rua 28 de Setembro n° 1169; Travessa Honorio Santos n° 256,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.4,15.4,-1.412475,-48.4648823
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 28-1-1,Provavelmente Alemanha,,"15,4 x 15,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Avenida Senador Lemos n° 797 e 805; Avenida Nazaré n° 148; Avenida Governador José Malcher n° 794; Rua Riachuelo n° 134/138; Travessa Dr. Moraes n° 98; Travessa Campos Sales n° 553; Rua 28 de Setembro n° 1169; Travessa Honorio Santos n° 256,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.4,15.4,-1.412475,-48.4648823
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 28-1-1,Provavelmente Alemanha,,"15,4 x 15,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Avenida Senador Lemos n° 797 e 805; Avenida Nazaré n° 148; Avenida Governador José Malcher n° 794; Rua Riachuelo n° 134/138; Travessa Dr. Moraes n° 98; Travessa Campos Sales n° 553; Rua 28 de Setembro n° 1169; Travessa Honorio Santos n° 256,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.4,15.4,-1.412475,-48.4648823
"Umarizal, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 28-1-1,Provavelmente Alemanha,,"15,4 x 15,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Avenida Senador Lemos n° 797 e 805; Avenida Nazaré n° 148; Avenida Governador José Malcher n° 794; Rua Riachuelo n° 134/138; Travessa Dr. Moraes n° 98; Travessa Campos Sales n° 553; Rua 28 de Setembro n° 1169; Travessa Honorio Santos n° 256,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.4,15.4,-1.412475,-48.4648823
"Jurunas, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 28-1-1,Provavelmente Alemanha,,"15,4 x 15,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Avenida Senador Lemos n° 797 e 805; Avenida Nazaré n° 148; Avenida Governador José Malcher n° 794; Rua Riachuelo n° 134/138; Travessa Dr. Moraes n° 98; Travessa Campos Sales n° 553; Rua 28 de Setembro n° 1169; Travessa Honorio Santos n° 256,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.4,15.4,-1.412475,-48.4648823
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 29-1-1,Alemanha,,"15,6 x 15,6 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Avenida Alcindo Cacela n° 2098 e 2110,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.6,15.6,-1.440319,-48.4786833
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 30-1-1,,,"15,4 x 15,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Travessa Piedade n° 341,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.4,15.4,-1.2403276,-48.2641109
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 30-1-2,,,"15,4 x 15,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Avenida Alcindo Cacela n° 1866,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.4,15.4,-1.440319,-48.4786833
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 31-1-1,França,Boulenger & Cie Choisy Le Roi/Siena,"10,3 x 10,3 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Avenida Generalissimo Deodoro n° 354,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",10.3,10.3,-1.4457864,-48.4828274
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 32-1-1,França,H - TE Boulenger & Cie Faiencerie de Choisy Le Roi/Siena,"10,3 x 10,3 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Rua Santo Antônio n° 220/222 e 224/226,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",10.3,10.3,-1.3598314,-48.4412983
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 33-1-1,,,"15,4 x 15,4 cm",Cerâmica e vidrado Transferência ou impressão,Travessa Dom Pedro n° 830 e 836; Avenida Alcindo Cacela n° 2080 e 2092,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.4,15.4,,
"Umarizal, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 33-1-1,,,"15,4 x 15,4 cm",Cerâmica e vidrado Transferência ou impressão,Travessa Dom Pedro n° 830 e 836; Avenida Alcindo Cacela n° 2080 e 2092,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.4,15.4,,
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 34-1-1,,,"14,5 x 14,5 cm",Cerâmica e vidrado Transferência ou impressão,Rua 28 Setembro n° 750/752,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14.5,14.5,,
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 35-1-1,,,"14,6 x 14,6 cm",Cerâmica e vidrado Transferência ou impressão,Rua Ó de Almeida n° 527; Rua Senador Manoel Barata n° 214/216; Rua Gaspar Viena n° 184/190,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14.6,14.6,-1.447171211269204,-48.49170885410774
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 36-1-1,Alemanha,Villeroy & Boch,"14,5 x 14,5 cm",Cerâmica e vidrado Transferência ou impressão,Rua Inácio Guilhon n° 41; Rua Portugal n° 93,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14.5,14.5,-1.4557883,-48.5017929
"São Brás, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 36-1-2,Alemanha,Villeroy & Boch,"14,6 x 14,6 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Travessa 14 de Abril n° 1561,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14.6,14.6,-1.4420259,-48.471441
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 36-1-2,Alemanha,Villeroy & Boch,"14,6 x 14,6 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Travessa 14 de Abril n° 1561,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14.6,14.6,-1.4420259,-48.471441
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 37-1-1,Alemanha,Villeroy & Boch,"15,4 x 15,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Travessa Quintino Bocaiúva n° 1423, 1443 e 1441","Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.4,15.4,-0.7490741,-48.0223579
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 38-1-1,,Semelhante ao Padrão da Villroy & Boch - Mettlach - n° do Catálogo 71,15 x 15 cm,Cerâmica e vidrado Transferência ou impressão (Decalcomania),Rua Tomazia Perdigão n° 248,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,-1.4570552,-48.5028955
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 39-1-1,,,15 x 15 cm,Cerâmica e vidrado Transferência ou impressão (Decalcomania),Travessa Padre Eutiquio n° 1367,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,-1.4693734,-48.4791116
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 40-1-1,,,,Cerâmica e vidrado Transferência ou impressão (Decalcomania),Travessa Benjamin Constant n° 1009,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4479264,-48.4926168
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 41-1-1,,,,Cerâmica e vidrado Transferência ou impressão (Decalcomania),Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 42-1-1,,,,Cerâmica e vidrado Transferência ou impressão (Decalcomania),Avenida Castilhos França s/n°,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 43-1-1,,Hughes & Son,"15,2 x 15,2 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Demolido,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.2,15.2,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 44-1-1,,,"15,4 x 15,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Demolido,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.4,15.4,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PI 1-1-1,Semelhante ao da Inglaterra,,,Cerâmica e vidrado Transferência ou impressão,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PI 2-1-1,Alemanha,"Utzschneider & Cie, Saargemund (pós-1880)",,Cerâmica e vidrado Transferência ou impressão (Decalcomania),Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PI 3-1-1,Portugal,Carvalhinho,"10,9 x 10,9 cm",Cerâmica e vidrado Estampilha,Avenida Conselheiro Furtado n° 456,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",10.9,10.9,-1.4631195,-48.4949718
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PI 4-1-1,,,"15,1 x 15,1 cm",Cerâmica e vidrado Estampilha,Avenida Generalíssimo Deodoro n° 1130,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.1,15.1,-1.4457864,-48.4828274
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PI 5-1-1,,,"15,1 x 15,1 cm",Cerâmica e vidrado Estampilha,Avenida Generalíssimo Deodoro n° 384; Avenida Gentil Bittencourt n° 49; Travessa Major Joaquim Távora n° 503; Rua Senador Manoel Barata n° 125,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.1,15.1,-1.441101143159871,-48.48063069576632
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PI 5-1-1,,,"15,1 x 15,1 cm",Cerâmica e vidrado Estampilha,Avenida Generalíssimo Deodoro n° 384; Avenida Gentil Bittencourt n° 49; Travessa Major Joaquim Távora n° 503; Rua Senador Manoel Barata n° 125,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.1,15.1,-1.441101143159871,-48.48063069576632
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PI 5-1-1,,,"15,1 x 15,1 cm",Cerâmica e vidrado Estampilha,Avenida Generalíssimo Deodoro n° 384; Avenida Gentil Bittencourt n° 49; Travessa Major Joaquim Távora n° 503; Rua Senador Manoel Barata n° 125,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.1,15.1,-1.441101143159871,-48.48063069576632
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PI 5-1-1,,,"15,1 x 15,1 cm",Cerâmica e vidrado Estampilha,Avenida Generalíssimo Deodoro n° 384; Avenida Gentil Bittencourt n° 49; Travessa Major Joaquim Távora n° 503; Rua Senador Manoel Barata n° 125,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.1,15.1,-1.441101143159871,-48.48063069576632
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PI 6-1-1,,,"15,2 x 15,2 cm",Cerâmica e vidrado Estampilha,Rua Senador Manoel Barata n° 1343,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.2,15.2,-1.4444221,-48.4893984
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PI 7-1-1,,,"15,2 x 15,2 cm",Cerâmica e vidrado Estampilha,Rua Senador Manoel Barata n° 1343; Rua Tiradentes n° 514,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.2,15.2,-1.4444221,-48.4893984
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 1-1-1,Provavelmente Alemanha,Semelhante a Villeroy & Boch Mosaik Fabrik in Mettlach,"15,3 x 15,3 cm",Cerâmica e vidrado Meio-relevo,Travessa Campos Sales n° 280,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.3,15.3,-1.4543075,-48.4978101
"São Brás, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 2-1-1,,,,Cerâmica e vidrado Meio-relevo,Mercado de São Brás - Avenida Magalhães Barata esquina da Avenida José Bonifácio - Largo de São Brás,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 3-1-1,Provavelmente Alemanha,,94 x 4 x 93 cm,Cerâmica e vidrado Meio-relevo,Rua Marques de Pombal n° 84/90,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",94,4,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 4-1-1,Alemanha,Villeroy & Boch Mosaik Fabrik in Mettlach (assinado por Peter Behrens),,Cerâmica e vidrado Meio-relevo,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 5-1-1,Provavelmente Alemanha,,,Cerâmica e vidrado Meio-relevo,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 6-1-1,Provavelmente Inglaterra,"H&R Johnson Ltde.
Crystal Tile Works Cobridge Steaffordshire",,Cerâmica e vidrado Meio-relevo,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 7-1-1,Alemanha,Villeroy & Boch Mosaik Fabrik in Mettlach,"17,5 x 17,5 cm",Cerâmica e vidrado Meio-relevo,"Rua Senador Manoel Barata n° 284/298; Rua Dr. Assis n° 586; Travessa Padre Eutiquio n° 298, 859 e 869; Avenida Alcindo Cacela n° 1518","Revestimento de fachada, assentados por compressão contra argamassa fresca.",17.5,17.5,-1.450417,-48.4971926
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 7-1-1,Alemanha,Villeroy & Boch Mosaik Fabrik in Mettlach,"17,5 x 17,5 cm",Cerâmica e vidrado Meio-relevo,"Rua Senador Manoel Barata n° 284/298; Rua Dr. Assis n° 586; Travessa Padre Eutiquio n° 298, 859 e 869; Avenida Alcindo Cacela n° 1518","Revestimento de fachada, assentados por compressão contra argamassa fresca.",17.5,17.5,-1.450417,-48.4971926
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 7-1-1,Alemanha,Villeroy & Boch Mosaik Fabrik in Mettlach,"17,5 x 17,5 cm",Cerâmica e vidrado Meio-relevo,"Rua Senador Manoel Barata n° 284/298; Rua Dr. Assis n° 586; Travessa Padre Eutiquio n° 298, 859 e 869; Avenida Alcindo Cacela n° 1518","Revestimento de fachada, assentados por compressão contra argamassa fresca.",17.5,17.5,-1.450417,-48.4971926
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 8-1-1,,Servais Werke A.G. Ehrang,15 x 15 cm,Cerâmica e vidrado Meio-relevo,Travessa Quintino Bocaiúva n° 1455,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,-0.7490741,-48.0223579
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 9-1-1,Portugal,A.A.Costa & C Fa das Devezas (Transição século XIX/XX),,Cerâmica e vidrado Meio-relevo,Travessa São Francisco n° 60,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4569976,-48.4990726
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 10-1-1,Provavelmente Inglaterra,,"13,5 x 13,5 cm",Cerâmica e vidrado Meio-relevo,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 11-1-1,,,15 x 15 cm,Cerâmica e vidrado Meio-relevo,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 12-1-1,Alemanha,"Villeroy & Boch, Fabrik in Mettlach (1880)","14,7 x 14,7 cm",Cerâmica e vidrado Meio-relevo,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14.7,14.7,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 12-1-2,Alemanha,"Villeroy & Boch, Fabrik in Mettlach (1880)","14,7 x 14,7 cm",Cerâmica e vidrado Meio-relevo,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14.7,14.7,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 13-1-1,,,,Cerâmica e vidrado Meio-relevo,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 14-1-1,,,,Cerâmica e vidrado Meio-relevo,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 15-1-1,,,,Cerâmica e vidrado Meio-relevo,Travessa Rui Barbosa n° 792,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.446924268010184,-48.49531656029602
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 16-1-1,Portugal,Real Fábrica de Louça - Sacavém - Gilmar & Cia n° 14,"15,5 x 15,5 cm",Cerâmica e vidrado Meio-relevo,Avenida Gentil Bittencourt n° 1537,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.5,15.5,-1.4546616,-48.4608888
"Umarizal, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 17-1-1,,,,Cerâmica e vidrado Meio-relevo,Travessa Dom Pedro n° 514,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4357572,-48.4914096
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 18-1-1,,,,Cerâmica e vidrado Meio-relevo,Avenida Nazaré n° 725; Travessa Quintíno Bocaiúva n° 1455,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4520714,-48.4791354
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 19-1-1,,,,Cerâmica e vidrado Meio-relevo,Avenida Nazaré n° 725; Travessa Quintíno Bocaiúva n° 1455,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4520714,-48.4791354
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 20-1-1,Provavelmente Inglaterra,,,Cerâmica e vidrado Meio-relevo,Mercado de Carne Francisco Bolonha (Avenida Castilhos França/Rua 15 de Novembro),"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
